UTC time,nat_gas,oil,hydro,solar,other
2019-01-13 14:00:00,3334.0,0.0,18.0,4.0,144.0
2019-01-13 15:00:00,3581.0,0.0,18.0,11.0,143.0
2019-01-13 16:00:00,3766.0,0.0,18.0,11.0,143.0
2019-01-13 17:00:00,3880.0,0.0,17.0,32.0,142.0
2019-01-13 18:00:00,4001.0,0.0,18.0,30.0,136.0
2019-01-13 19:00:00,4120.0,0.0,18.0,17.0,134.0
2019-01-13 20:00:00,4189.0,0.0,18.0,18.0,139.0
2019-01-13 21:00:00,4183.0,0.0,19.0,8.0,138.0
2019-01-13 22:00:00,4189.0,0.0,19.0,11.0,138.0
2019-01-13 23:00:00,4248.0,0.0,19.0,7.0,139.0
2019-01-14 00:00:00,4335.0,0.0,18.0,0.0,140.0
2019-01-14 01:00:00,4221.0,0.0,19.0,0.0,139.0
2019-01-14 02:00:00,4145.0,0.0,17.0,0.0,140.0
2019-01-14 03:00:00,3852.0,0.0,17.0,0.0,142.0
2019-01-14 04:00:00,3422.0,0.0,17.0,0.0,139.0
2019-01-14 05:00:00,3040.0,0.0,17.0,0.0,131.0
2019-01-14 06:00:00,2747.0,0.0,17.0,0.0,125.0
2019-01-14 07:00:00,2584.0,0.0,18.0,0.0,124.0
2019-01-14 08:00:00,2469.0,0.0,17.0,0.0,124.0
2019-01-14 09:00:00,2463.0,0.0,16.0,0.0,125.0
2019-01-14 10:00:00,2554.0,0.0,16.0,0.0,117.0
2019-01-14 11:00:00,2876.0,0.0,16.0,0.0,122.0
2019-01-14 12:00:00,3405.0,0.0,17.0,0.0,127.0
2019-01-14 13:00:00,3730.0,0.0,18.0,0.0,127.0
2019-01-14 14:00:00,3836.0,0.0,18.0,11.0,132.0
2019-01-14 15:00:00,3872.0,0.0,17.0,26.0,129.0
2019-01-14 16:00:00,3937.0,0.0,18.0,18.0,133.0
2019-01-14 17:00:00,3941.0,0.0,18.0,11.0,135.0
2019-01-14 18:00:00,3911.0,0.0,19.0,24.0,137.0
2019-01-14 19:00:00,3887.0,0.0,19.0,19.0,121.0
2019-01-14 20:00:00,3816.0,26.0,19.0,16.0,137.0
2019-01-14 21:00:00,3855.0,0.0,18.0,13.0,138.0
2019-01-14 22:00:00,3940.0,0.0,20.0,6.0,139.0
2019-01-14 23:00:00,4112.0,0.0,22.0,1.0,140.0
2019-01-15 00:00:00,4359.0,0.0,22.0,0.0,137.0
2019-01-15 01:00:00,4384.0,0.0,21.0,0.0,135.0
2019-01-15 02:00:00,4277.0,0.0,20.0,0.0,138.0
2019-01-15 03:00:00,4073.0,0.0,20.0,0.0,138.0
2019-01-15 04:00:00,3827.0,0.0,20.0,0.0,127.0
2019-01-15 05:00:00,3510.0,0.0,20.0,0.0,121.0
2019-01-15 06:00:00,3272.0,0.0,20.0,0.0,116.0
2019-01-15 07:00:00,3141.0,0.0,20.0,0.0,120.0
2019-01-15 08:00:00,3109.0,0.0,20.0,0.0,117.0
2019-01-15 09:00:00,3142.0,0.0,20.0,0.0,117.0
2019-01-15 10:00:00,3135.0,0.0,20.0,0.0,118.0
2019-01-15 11:00:00,3463.0,0.0,20.0,0.0,119.0
2019-01-15 12:00:00,3931.0,0.0,20.0,0.0,124.0
2019-01-15 13:00:00,4255.0,0.0,20.0,0.0,126.0
2019-01-15 14:00:00,4176.0,0.0,21.0,2.0,128.0
2019-01-15 15:00:00,4161.0,0.0,20.0,8.0,124.0
2019-01-15 16:00:00,4102.0,0.0,20.0,18.0,124.0
2019-01-15 17:00:00,4163.0,0.0,20.0,26.0,123.0
2019-01-15 18:00:00,4007.0,0.0,20.0,39.0,127.0
2019-01-15 19:00:00,4030.0,0.0,20.0,20.0,125.0
2019-01-15 20:00:00,3884.0,0.0,20.0,9.0,125.0
2019-01-15 21:00:00,3785.0,0.0,20.0,25.0,124.0
2019-01-15 22:00:00,4012.0,0.0,21.0,17.0,126.0
2019-01-15 23:00:00,4390.0,0.0,20.0,4.0,132.0
2019-01-16 00:00:00,4995.0,0.0,20.0,0.0,132.0
2019-01-16 01:00:00,5235.0,0.0,20.0,0.0,134.0
2019-01-16 02:00:00,5312.0,0.0,20.0,0.0,134.0
2019-01-16 03:00:00,5103.0,0.0,20.0,0.0,139.0
2019-01-16 04:00:00,4783.0,0.0,21.0,0.0,133.0
2019-01-16 05:00:00,4439.0,0.0,20.0,0.0,124.0
2019-01-16 06:00:00,4280.0,0.0,20.0,0.0,121.0
2019-01-16 07:00:00,4197.0,0.0,20.0,0.0,123.0
2019-01-16 08:00:00,4247.0,0.0,20.0,0.0,123.0
2019-01-16 09:00:00,4408.0,0.0,21.0,0.0,118.0
2019-01-16 10:00:00,4598.0,0.0,20.0,0.0,120.0
2019-01-16 11:00:00,4957.0,0.0,20.0,0.0,122.0
2019-01-16 12:00:00,5545.0,0.0,20.0,0.0,128.0
2019-01-16 13:00:00,5946.0,48.0,20.0,1.0,129.0
2019-01-16 14:00:00,5714.0,0.0,20.0,9.0,136.0
2019-01-16 15:00:00,5371.0,0.0,20.0,16.0,136.0
2019-01-16 16:00:00,5102.0,29.0,20.0,17.0,138.0
2019-01-16 17:00:00,4847.0,0.0,20.0,10.0,139.0
2019-01-16 18:00:00,4568.0,53.0,20.0,14.0,139.0
2019-01-16 19:00:00,4494.0,71.0,20.0,4.0,138.0
2019-01-16 20:00:00,4352.0,106.0,21.0,5.0,139.0
2019-01-16 21:00:00,4232.0,105.0,21.0,3.0,138.0
2019-01-16 22:00:00,4330.0,105.0,21.0,7.0,138.0
2019-01-16 23:00:00,4646.0,105.0,21.0,6.0,139.0
2019-01-17 00:00:00,5285.0,76.0,21.0,0.0,135.0
2019-01-17 01:00:00,5619.0,0.0,19.0,0.0,135.0
2019-01-17 02:00:00,5673.0,0.0,19.0,0.0,132.0
2019-01-17 03:00:00,5584.0,0.0,19.0,0.0,126.0
2019-01-17 04:00:00,5229.0,0.0,19.0,0.0,127.0
2019-01-17 05:00:00,4886.0,0.0,19.0,0.0,121.0
2019-01-17 06:00:00,4779.0,0.0,19.0,0.0,127.0
2019-01-17 07:00:00,4742.0,0.0,20.0,0.0,131.0
2019-01-17 08:00:00,4806.0,0.0,19.0,0.0,126.0
2019-01-17 09:00:00,4965.0,0.0,20.0,0.0,123.0
2019-01-17 10:00:00,5276.0,0.0,19.0,0.0,110.0
2019-01-17 11:00:00,5754.0,0.0,20.0,0.0,106.0
2019-01-17 12:00:00,6738.0,0.0,21.0,0.0,94.0
2019-01-17 13:00:00,7207.0,0.0,22.0,2.0,98.0
2019-01-17 14:00:00,6923.0,0.0,21.0,24.0,104.0
2019-01-17 15:00:00,6030.0,124.0,21.0,9.0,106.0
2019-01-17 16:00:00,5047.0,200.0,21.0,10.0,113.0
2019-01-17 17:00:00,4247.0,198.0,21.0,48.0,113.0
2019-01-17 18:00:00,3994.0,112.0,22.0,44.0,115.0
2019-01-17 19:00:00,3852.0,96.0,21.0,25.0,113.0
2019-01-17 20:00:00,3735.0,95.0,21.0,21.0,111.0
2019-01-17 21:00:00,3702.0,94.0,22.0,7.0,113.0
2019-01-17 22:00:00,3750.0,94.0,21.0,16.0,114.0
2019-01-17 23:00:00,3901.0,96.0,22.0,7.0,110.0
2019-01-18 00:00:00,4264.0,76.0,21.0,0.0,111.0
2019-01-18 01:00:00,4413.0,0.0,21.0,0.0,113.0
