,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2022-03-17 03:00:00+00:00,422.0,746.0,6.0,0.0,0.0,0.0,1516.0,87.0,2.0,0.0,1.0,27.0,0.0,3318.0,25.0
2022-03-17 04:00:00+00:00,422.0,858.0,7.0,0.0,0.0,0.0,1248.0,77.0,2.0,0.0,1.0,26.0,0.0,3419.0,25.0
2022-03-17 05:00:00+00:00,423.0,905.0,5.0,0.0,0.0,0.0,613.0,81.0,2.0,22.0,1.0,26.0,0.0,3377.0,25.0
2022-03-17 06:00:00+00:00,420.0,1228.0,3.0,0.0,0.0,0.0,27.0,202.0,2.0,73.0,1.0,27.0,0.0,3130.0,25.0
2022-03-17 07:00:00+00:00,413.0,1299.0,3.0,0.0,0.0,105.0,6.0,554.0,2.0,265.0,1.0,27.0,28.0,3018.0,24.0
2022-03-17 08:00:00+00:00,416.0,1254.0,3.0,0.0,0.0,280.0,3.0,341.0,2.0,195.0,1.0,27.0,115.0,2979.0,24.0
2022-03-17 09:00:00+00:00,417.0,1110.0,3.0,0.0,0.0,810.0,6.0,650.0,1.0,50.0,1.0,26.0,231.0,2853.0,23.0
2022-03-17 10:00:00+00:00,416.0,1121.0,3.0,0.0,0.0,996.0,6.0,784.0,1.0,302.0,1.0,26.0,358.0,2735.0,12.0
2022-03-17 11:00:00+00:00,411.0,1103.0,4.0,0.0,0.0,608.0,7.0,817.0,1.0,345.0,1.0,26.0,473.0,2719.0,7.0
2022-03-17 12:00:00+00:00,418.0,1000.0,3.0,0.0,0.0,151.0,7.0,619.0,1.0,84.0,1.0,27.0,555.0,2691.0,8.0
2022-03-17 13:00:00+00:00,415.0,1109.0,3.0,0.0,0.0,23.0,7.0,622.0,1.0,136.0,1.0,26.0,543.0,2647.0,8.0
2022-03-17 14:00:00+00:00,428.0,1015.0,3.0,0.0,0.0,0.0,7.0,398.0,1.0,12.0,1.0,26.0,469.0,2574.0,7.0
2022-03-17 15:00:00+00:00,433.0,988.0,3.0,0.0,0.0,6.0,7.0,341.0,1.0,51.0,1.0,26.0,334.0,2535.0,1.0
2022-03-17 16:00:00+00:00,439.0,1052.0,3.0,0.0,0.0,0.0,4.0,252.0,1.0,224.0,1.0,28.0,199.0,2550.0,0.0
2022-03-17 17:00:00+00:00,436.0,1019.0,3.0,0.0,0.0,0.0,14.0,365.0,1.0,153.0,1.0,27.0,76.0,2704.0,1.0
2022-03-17 18:00:00+00:00,438.0,1092.0,3.0,0.0,0.0,199.0,3.0,742.0,1.0,521.0,1.0,27.0,9.0,3048.0,4.0
2022-03-17 19:00:00+00:00,439.0,1149.0,3.0,0.0,0.0,804.0,2.0,1464.0,1.0,856.0,1.0,27.0,0.0,3305.0,3.0
2022-03-17 20:00:00+00:00,439.0,1182.0,3.0,0.0,0.0,280.0,3.0,969.0,1.0,299.0,1.0,27.0,0.0,3427.0,9.0
2022-03-17 21:00:00+00:00,438.0,1198.0,3.0,0.0,0.0,28.0,4.0,701.0,1.0,129.0,1.0,27.0,0.0,3489.0,10.0
2022-03-17 22:00:00+00:00,432.0,1123.0,3.0,0.0,0.0,0.0,355.0,197.0,2.0,2.0,1.0,27.0,0.0,3545.0,6.0
2022-03-17 23:00:00+00:00,440.0,1089.0,4.0,0.0,0.0,0.0,160.0,123.0,2.0,2.0,1.0,27.0,0.0,3503.0,1.0
2022-03-18 00:00:00+00:00,443.0,1009.0,5.0,0.0,0.0,0.0,676.0,87.0,2.0,2.0,1.0,27.0,0.0,3594.0,3.0
2022-03-18 01:00:00+00:00,440.0,1032.0,7.0,0.0,0.0,0.0,1038.0,88.0,2.0,2.0,1.0,27.0,0.0,3634.0,2.0
2022-03-18 02:00:00+00:00,435.0,1053.0,3.0,0.0,0.0,0.0,1531.0,88.0,2.0,2.0,1.0,27.0,0.0,3686.0,2.0
2022-03-18 03:00:00+00:00,430.0,1080.0,6.0,0.0,0.0,0.0,1112.0,84.0,2.0,2.0,1.0,26.0,0.0,3768.0,1.0
2022-03-18 04:00:00+00:00,426.0,1304.0,1.0,0.0,0.0,0.0,807.0,74.0,2.0,2.0,1.0,27.0,0.0,3694.0,0.0
2022-03-18 05:00:00+00:00,433.0,1619.0,1.0,0.0,0.0,0.0,96.0,125.0,2.0,3.0,1.0,27.0,0.0,3457.0,2.0
2022-03-18 06:00:00+00:00,432.0,1657.0,2.0,0.0,0.0,0.0,90.0,802.0,1.0,25.0,1.0,27.0,1.0,3378.0,1.0
2022-03-18 07:00:00+00:00,432.0,2028.0,0.0,0.0,0.0,0.0,18.0,1021.0,1.0,54.0,1.0,26.0,62.0,3314.0,2.0
2022-03-18 08:00:00+00:00,430.0,2210.0,0.0,0.0,0.0,44.0,16.0,1116.0,1.0,74.0,1.0,26.0,244.0,3062.0,1.0
2022-03-18 09:00:00+00:00,430.0,2302.0,0.0,0.0,0.0,82.0,11.0,1029.0,1.0,166.0,1.0,27.0,468.0,2613.0,4.0
2022-03-18 10:00:00+00:00,426.0,2062.0,0.0,0.0,0.0,201.0,11.0,485.0,1.0,51.0,1.0,26.0,581.0,2000.0,4.0
2022-03-18 11:00:00+00:00,430.0,2047.0,4.0,0.0,0.0,342.0,10.0,147.0,2.0,50.0,1.0,27.0,706.0,1507.0,2.0
2022-03-18 12:00:00+00:00,430.0,1942.0,0.0,0.0,0.0,149.0,10.0,117.0,2.0,47.0,1.0,27.0,763.0,1070.0,1.0
2022-03-18 13:00:00+00:00,433.0,2022.0,0.0,0.0,0.0,70.0,11.0,121.0,2.0,50.0,1.0,28.0,778.0,867.0,0.0
2022-03-18 14:00:00+00:00,434.0,2040.0,0.0,0.0,0.0,0.0,124.0,220.0,1.0,4.0,1.0,27.0,690.0,820.0,0.0
2022-03-18 15:00:00+00:00,432.0,2343.0,0.0,0.0,0.0,193.0,22.0,333.0,2.0,5.0,1.0,28.0,601.0,653.0,0.0
2022-03-18 16:00:00+00:00,433.0,2330.0,0.0,0.0,0.0,90.0,11.0,905.0,1.0,335.0,1.0,28.0,451.0,623.0,0.0
2022-03-18 17:00:00+00:00,431.0,2454.0,0.0,0.0,0.0,584.0,7.0,1234.0,1.0,608.0,1.0,28.0,213.0,837.0,1.0
2022-03-18 18:00:00+00:00,427.0,2511.0,0.0,0.0,0.0,845.0,1.0,1600.0,1.0,505.0,1.0,28.0,29.0,1046.0,1.0
2022-03-18 19:00:00+00:00,432.0,2549.0,0.0,0.0,0.0,1212.0,1.0,1607.0,1.0,441.0,1.0,28.0,0.0,1234.0,1.0
2022-03-18 20:00:00+00:00,427.0,2462.0,0.0,0.0,0.0,994.0,1.0,1420.0,1.0,398.0,1.0,27.0,0.0,1416.0,1.0
2022-03-18 21:00:00+00:00,428.0,2050.0,3.0,0.0,0.0,460.0,3.0,1312.0,1.0,124.0,1.0,27.0,0.0,1609.0,1.0
2022-03-18 22:00:00+00:00,421.0,1767.0,4.0,0.0,0.0,4.0,291.0,876.0,1.0,67.0,1.0,27.0,0.0,1888.0,1.0
2022-03-18 23:00:00+00:00,427.0,1435.0,7.0,0.0,0.0,39.0,416.0,822.0,1.0,14.0,1.0,27.0,0.0,2197.0,3.0
2022-03-19 00:00:00+00:00,427.0,1181.0,8.0,0.0,0.0,0.0,231.0,531.0,1.0,2.0,1.0,28.0,0.0,2469.0,5.0
2022-03-19 01:00:00+00:00,426.0,1039.0,7.0,0.0,0.0,0.0,977.0,297.0,1.0,2.0,1.0,27.0,0.0,2665.0,4.0
2022-03-19 02:00:00+00:00,424.0,928.0,6.0,0.0,0.0,0.0,887.0,73.0,2.0,2.0,1.0,27.0,0.0,2634.0,4.0
2022-03-19 03:00:00+00:00,423.0,983.0,5.0,0.0,0.0,0.0,726.0,66.0,2.0,2.0,1.0,24.0,0.0,2576.0,7.0
2022-03-19 04:00:00+00:00,419.0,1020.0,5.0,0.0,0.0,0.0,803.0,71.0,2.0,2.0,1.0,23.0,0.0,2371.0,14.0
2022-03-19 05:00:00+00:00,415.0,937.0,5.0,0.0,0.0,0.0,181.0,71.0,2.0,2.0,1.0,21.0,0.0,2396.0,17.0
2022-03-19 06:00:00+00:00,414.0,916.0,5.0,0.0,0.0,0.0,530.0,83.0,2.0,2.0,1.0,21.0,2.0,2454.0,15.0
2022-03-19 07:00:00+00:00,410.0,1012.0,5.0,0.0,0.0,0.0,47.0,248.0,1.0,2.0,1.0,20.0,136.0,2467.0,22.0
2022-03-19 08:00:00+00:00,417.0,1085.0,5.0,0.0,0.0,0.0,24.0,343.0,1.0,2.0,1.0,21.0,474.0,2424.0,17.0
2022-03-19 09:00:00+00:00,417.0,1078.0,4.0,0.0,0.0,38.0,24.0,379.0,1.0,35.0,1.0,22.0,790.0,2338.0,12.0
2022-03-19 10:00:00+00:00,414.0,907.0,5.0,0.0,0.0,0.0,557.0,153.0,2.0,2.0,1.0,22.0,998.0,2444.0,8.0
2022-03-19 11:00:00+00:00,418.0,988.0,4.0,0.0,0.0,0.0,1336.0,108.0,2.0,2.0,1.0,21.0,1055.0,2508.0,7.0
2022-03-19 12:00:00+00:00,416.0,1008.0,4.0,0.0,0.0,0.0,1290.0,107.0,2.0,2.0,1.0,21.0,982.0,2501.0,6.0
2022-03-19 13:00:00+00:00,417.0,992.0,5.0,0.0,0.0,0.0,1148.0,108.0,2.0,2.0,1.0,22.0,837.0,2315.0,4.0
2022-03-19 14:00:00+00:00,416.0,1137.0,5.0,0.0,0.0,0.0,827.0,99.0,2.0,5.0,1.0,20.0,666.0,1920.0,3.0
2022-03-19 15:00:00+00:00,413.0,1230.0,4.0,0.0,0.0,0.0,631.0,96.0,2.0,2.0,1.0,22.0,520.0,1569.0,2.0
2022-03-19 16:00:00+00:00,417.0,1340.0,3.0,0.0,0.0,0.0,902.0,206.0,1.0,2.0,1.0,22.0,329.0,1424.0,0.0
2022-03-19 17:00:00+00:00,422.0,1489.0,3.0,0.0,0.0,6.0,433.0,385.0,1.0,6.0,1.0,22.0,139.0,1416.0,0.0
2022-03-19 18:00:00+00:00,417.0,1514.0,3.0,0.0,0.0,981.0,3.0,1371.0,1.0,254.0,1.0,22.0,13.0,1514.0,0.0
2022-03-19 19:00:00+00:00,414.0,1492.0,3.0,0.0,0.0,903.0,1.0,1652.0,1.0,272.0,1.0,22.0,0.0,1873.0,2.0
2022-03-19 20:00:00+00:00,419.0,1521.0,3.0,0.0,0.0,219.0,7.0,1337.0,1.0,232.0,1.0,21.0,0.0,2144.0,3.0
2022-03-19 21:00:00+00:00,422.0,1425.0,3.0,0.0,0.0,16.0,679.0,842.0,1.0,69.0,1.0,20.0,0.0,2328.0,6.0
2022-03-19 22:00:00+00:00,426.0,1371.0,3.0,0.0,0.0,2.0,514.0,588.0,1.0,67.0,1.0,21.0,0.0,2439.0,5.0
2022-03-19 23:00:00+00:00,429.0,1130.0,5.0,0.0,0.0,0.0,478.0,503.0,2.0,2.0,1.0,21.0,0.0,2517.0,1.0
2022-03-20 00:00:00+00:00,429.0,885.0,6.0,0.0,0.0,0.0,103.0,370.0,1.0,2.0,1.0,21.0,0.0,2515.0,3.0
2022-03-20 01:00:00+00:00,430.0,935.0,6.0,0.0,0.0,0.0,17.0,376.0,1.0,2.0,1.0,22.0,0.0,2276.0,5.0
2022-03-20 02:00:00+00:00,429.0,866.0,5.0,0.0,0.0,0.0,138.0,89.0,2.0,2.0,1.0,20.0,0.0,2232.0,3.0
2022-03-20 03:00:00+00:00,428.0,844.0,5.0,0.0,0.0,0.0,219.0,66.0,2.0,2.0,1.0,19.0,0.0,2220.0,3.0
2022-03-20 04:00:00+00:00,424.0,773.0,5.0,0.0,0.0,0.0,226.0,198.0,1.0,2.0,1.0,19.0,0.0,2432.0,6.0
2022-03-20 05:00:00+00:00,426.0,759.0,5.0,0.0,0.0,0.0,329.0,178.0,1.0,3.0,1.0,19.0,0.0,2568.0,4.0
2022-03-20 06:00:00+00:00,429.0,772.0,5.0,0.0,0.0,0.0,391.0,106.0,1.0,65.0,1.0,19.0,2.0,2661.0,14.0
2022-03-20 07:00:00+00:00,426.0,778.0,5.0,0.0,0.0,0.0,627.0,115.0,1.0,2.0,1.0,19.0,44.0,2811.0,12.0
2022-03-20 08:00:00+00:00,428.0,792.0,5.0,0.0,0.0,0.0,244.0,117.0,2.0,2.0,1.0,18.0,159.0,2880.0,14.0
2022-03-20 09:00:00+00:00,422.0,805.0,6.0,0.0,0.0,0.0,241.0,122.0,2.0,2.0,1.0,16.0,338.0,3024.0,14.0
2022-03-20 10:00:00+00:00,416.0,871.0,5.0,0.0,0.0,0.0,554.0,112.0,2.0,2.0,1.0,14.0,422.0,3059.0,10.0
2022-03-20 11:00:00+00:00,417.0,1035.0,4.0,0.0,0.0,0.0,870.0,105.0,2.0,2.0,1.0,15.0,441.0,3015.0,7.0
2022-03-20 12:00:00+00:00,417.0,1018.0,4.0,0.0,0.0,0.0,984.0,98.0,2.0,2.0,1.0,15.0,336.0,3065.0,5.0
2022-03-20 13:00:00+00:00,415.0,962.0,4.0,0.0,0.0,0.0,1357.0,247.0,1.0,2.0,1.0,15.0,239.0,3029.0,4.0
2022-03-20 14:00:00+00:00,410.0,1024.0,4.0,0.0,0.0,0.0,1364.0,261.0,1.0,2.0,1.0,15.0,167.0,3010.0,3.0
2022-03-20 15:00:00+00:00,414.0,1039.0,4.0,0.0,0.0,0.0,1369.0,269.0,1.0,2.0,1.0,15.0,122.0,3130.0,1.0
2022-03-20 16:00:00+00:00,413.0,1103.0,4.0,0.0,0.0,0.0,847.0,305.0,1.0,2.0,1.0,15.0,161.0,3144.0,1.0
2022-03-20 17:00:00+00:00,414.0,1147.0,4.0,0.0,0.0,1.0,391.0,389.0,1.0,35.0,1.0,15.0,99.0,3026.0,10.0
2022-03-20 18:00:00+00:00,409.0,1205.0,4.0,0.0,0.0,255.0,5.0,791.0,1.0,184.0,1.0,14.0,10.0,2874.0,18.0
2022-03-20 19:00:00+00:00,408.0,1271.0,4.0,0.0,0.0,642.0,4.0,1311.0,1.0,261.0,1.0,15.0,0.0,2790.0,9.0
2022-03-20 20:00:00+00:00,395.0,1268.0,4.0,0.0,0.0,770.0,1.0,1381.0,1.0,207.0,1.0,14.0,0.0,2840.0,4.0
2022-03-20 21:00:00+00:00,394.0,1184.0,5.0,0.0,0.0,334.0,3.0,1167.0,1.0,85.0,1.0,14.0,0.0,2920.0,3.0
2022-03-20 22:00:00+00:00,406.0,1157.0,4.0,0.0,0.0,95.0,4.0,302.0,1.0,5.0,1.0,15.0,0.0,2779.0,10.0
2022-03-20 23:00:00+00:00,409.0,1132.0,4.0,0.0,0.0,110.0,324.0,258.0,1.0,50.0,1.0,16.0,0.0,2466.0,14.0
2022-03-21 00:00:00+00:00,408.0,1074.0,7.0,0.0,0.0,47.0,327.0,91.0,2.0,3.0,1.0,14.0,0.0,2185.0,13.0
2022-03-21 01:00:00+00:00,413.0,1161.0,5.0,0.0,0.0,0.0,556.0,94.0,2.0,2.0,1.0,15.0,0.0,1877.0,5.0
2022-03-21 02:00:00+00:00,419.0,1251.0,6.0,0.0,0.0,0.0,1170.0,96.0,2.0,2.0,1.0,16.0,0.0,1840.0,2.0
2022-03-21 03:00:00+00:00,411.0,1223.0,9.0,0.0,0.0,0.0,1431.0,95.0,2.0,2.0,1.0,14.0,0.0,1984.0,1.0
2022-03-21 04:00:00+00:00,410.0,1289.0,2.0,0.0,0.0,0.0,1404.0,90.0,2.0,2.0,1.0,13.0,0.0,2208.0,1.0
2022-03-21 05:00:00+00:00,411.0,1691.0,1.0,0.0,0.0,0.0,972.0,87.0,2.0,3.0,1.0,13.0,0.0,2382.0,0.0
2022-03-21 06:00:00+00:00,408.0,2114.0,0.0,0.0,0.0,0.0,414.0,219.0,1.0,49.0,1.0,13.0,1.0,2312.0,0.0
2022-03-21 07:00:00+00:00,401.0,2324.0,0.0,0.0,0.0,25.0,246.0,381.0,1.0,50.0,1.0,14.0,36.0,2264.0,0.0
2022-03-21 08:00:00+00:00,393.0,2287.0,0.0,0.0,0.0,270.0,11.0,467.0,1.0,21.0,1.0,15.0,126.0,2229.0,0.0
2022-03-21 09:00:00+00:00,411.0,2317.0,0.0,0.0,0.0,152.0,11.0,798.0,1.0,51.0,1.0,16.0,259.0,2201.0,0.0
2022-03-21 10:00:00+00:00,408.0,2095.0,0.0,0.0,0.0,0.0,11.0,556.0,1.0,25.0,1.0,14.0,401.0,2211.0,0.0
2022-03-21 11:00:00+00:00,403.0,2184.0,0.0,0.0,0.0,0.0,11.0,267.0,1.0,15.0,1.0,14.0,478.0,2187.0,0.0
2022-03-21 12:00:00+00:00,412.0,2137.0,0.0,0.0,0.0,0.0,11.0,298.0,1.0,15.0,1.0,16.0,612.0,1997.0,0.0
2022-03-21 13:00:00+00:00,419.0,2050.0,0.0,0.0,0.0,0.0,18.0,187.0,2.0,15.0,1.0,15.0,576.0,1892.0,0.0
2022-03-21 14:00:00+00:00,413.0,2082.0,0.0,0.0,0.0,0.0,41.0,163.0,2.0,15.0,1.0,14.0,576.0,1864.0,0.0
2022-03-21 15:00:00+00:00,412.0,2467.0,0.0,0.0,0.0,0.0,8.0,349.0,2.0,81.0,1.0,15.0,540.0,1760.0,0.0
2022-03-21 16:00:00+00:00,412.0,2646.0,0.0,0.0,0.0,219.0,3.0,633.0,1.0,117.0,1.0,16.0,374.0,1507.0,1.0
2022-03-21 17:00:00+00:00,416.0,2668.0,0.0,0.0,0.0,300.0,3.0,1139.0,1.0,345.0,1.0,19.0,185.0,1162.0,3.0
2022-03-21 18:00:00+00:00,423.0,2527.0,0.0,0.0,0.0,1057.0,1.0,1224.0,1.0,655.0,1.0,20.0,27.0,941.0,3.0
2022-03-21 19:00:00+00:00,427.0,2579.0,0.0,0.0,0.0,1735.0,1.0,1370.0,1.0,808.0,1.0,21.0,0.0,668.0,3.0
2022-03-21 20:00:00+00:00,425.0,2571.0,0.0,0.0,0.0,913.0,2.0,1191.0,1.0,282.0,1.0,20.0,0.0,650.0,1.0
2022-03-21 21:00:00+00:00,426.0,2511.0,0.0,0.0,0.0,405.0,3.0,562.0,1.0,229.0,1.0,20.0,0.0,661.0,1.0
2022-03-21 22:00:00+00:00,423.0,2266.0,1.0,0.0,0.0,198.0,3.0,166.0,1.0,219.0,1.0,20.0,0.0,648.0,0.0
2022-03-21 23:00:00+00:00,425.0,2044.0,2.0,0.0,0.0,207.0,3.0,122.0,2.0,3.0,1.0,20.0,0.0,525.0,0.0
2022-03-22 00:00:00+00:00,418.0,1835.0,3.0,0.0,0.0,0.0,4.0,75.0,2.0,2.0,1.0,20.0,0.0,498.0,1.0
2022-03-22 01:00:00+00:00,420.0,1857.0,3.0,0.0,0.0,0.0,27.0,79.0,2.0,2.0,1.0,21.0,0.0,527.0,1.0
2022-03-22 02:00:00+00:00,412.0,1827.0,3.0,0.0,0.0,0.0,154.0,67.0,2.0,2.0,1.0,19.0,0.0,566.0,1.0
2022-03-22 03:00:00+00:00,415.0,1801.0,3.0,0.0,0.0,0.0,212.0,66.0,2.0,2.0,1.0,19.0,0.0,725.0,2.0
2022-03-22 04:00:00+00:00,414.0,1826.0,4.0,0.0,0.0,0.0,211.0,63.0,2.0,2.0,1.0,20.0,0.0,915.0,3.0
2022-03-22 05:00:00+00:00,400.0,2004.0,0.0,0.0,0.0,3.0,137.0,102.0,2.0,7.0,1.0,17.0,0.0,1139.0,7.0
2022-03-22 06:00:00+00:00,387.0,2381.0,0.0,0.0,0.0,189.0,8.0,703.0,1.0,110.0,1.0,19.0,1.0,1350.0,15.0
2022-03-22 07:00:00+00:00,350.0,2553.0,0.0,0.0,0.0,366.0,5.0,883.0,1.0,158.0,1.0,20.0,66.0,1553.0,25.0
2022-03-22 08:00:00+00:00,346.0,2338.0,0.0,0.0,0.0,33.0,107.0,759.0,1.0,170.0,1.0,20.0,273.0,1745.0,25.0
2022-03-22 09:00:00+00:00,331.0,2353.0,0.0,0.0,0.0,0.0,4.0,703.0,1.0,87.0,1.0,20.0,587.0,1788.0,25.0
2022-03-22 10:00:00+00:00,327.0,2361.0,0.0,0.0,0.0,18.0,4.0,213.0,2.0,15.0,1.0,21.0,608.0,1666.0,25.0
2022-03-22 11:00:00+00:00,336.0,2297.0,0.0,0.0,0.0,89.0,4.0,161.0,2.0,15.0,1.0,21.0,656.0,1561.0,22.0
2022-03-22 12:00:00+00:00,339.0,2060.0,0.0,0.0,0.0,1.0,346.0,234.0,1.0,15.0,1.0,21.0,664.0,1665.0,25.0
2022-03-22 13:00:00+00:00,341.0,2073.0,0.0,0.0,0.0,0.0,794.0,172.0,2.0,15.0,1.0,20.0,629.0,1653.0,22.0
2022-03-22 14:00:00+00:00,339.0,2161.0,1.0,0.0,0.0,69.0,126.0,155.0,2.0,17.0,1.0,19.0,568.0,1564.0,17.0
2022-03-22 15:00:00+00:00,333.0,2532.0,5.0,0.0,0.0,259.0,5.0,357.0,1.0,79.0,1.0,21.0,434.0,1360.0,21.0
2022-03-22 16:00:00+00:00,337.0,2634.0,0.0,0.0,0.0,227.0,5.0,459.0,1.0,163.0,1.0,20.0,232.0,1144.0,24.0
2022-03-22 17:00:00+00:00,331.0,2642.0,0.0,0.0,0.0,148.0,5.0,927.0,1.0,189.0,1.0,20.0,104.0,1015.0,21.0
2022-03-22 18:00:00+00:00,331.0,2621.0,0.0,0.0,0.0,942.0,4.0,1582.0,1.0,285.0,1.0,14.0,9.0,1017.0,13.0
2022-03-22 19:00:00+00:00,328.0,2757.0,0.0,0.0,0.0,1417.0,3.0,1897.0,1.0,700.0,1.0,15.0,0.0,1053.0,12.0
2022-03-22 20:00:00+00:00,332.0,2700.0,1.0,0.0,0.0,1101.0,2.0,2064.0,1.0,372.0,1.0,15.0,0.0,1242.0,11.0
2022-03-22 21:00:00+00:00,329.0,2516.0,3.0,0.0,0.0,97.0,4.0,1690.0,1.0,124.0,1.0,14.0,0.0,1329.0,12.0
2022-03-22 22:00:00+00:00,326.0,2234.0,3.0,0.0,0.0,0.0,4.0,970.0,1.0,56.0,1.0,14.0,0.0,1500.0,14.0
2022-03-22 23:00:00+00:00,329.0,1946.0,6.0,0.0,0.0,0.0,4.0,814.0,1.0,2.0,1.0,15.0,0.0,1776.0,11.0
2022-03-23 00:00:00+00:00,330.0,1688.0,7.0,0.0,0.0,0.0,4.0,501.0,1.0,2.0,1.0,16.0,0.0,1786.0,10.0
2022-03-23 01:00:00+00:00,329.0,1607.0,5.0,0.0,0.0,0.0,4.0,363.0,1.0,2.0,1.0,14.0,0.0,1969.0,9.0
2022-03-23 02:00:00+00:00,328.0,1666.0,5.0,0.0,0.0,0.0,5.0,273.0,2.0,5.0,1.0,15.0,0.0,1885.0,9.0
2022-03-23 03:00:00+00:00,326.0,1737.0,5.0,0.0,0.0,105.0,5.0,329.0,2.0,9.0,1.0,14.0,0.0,1682.0,7.0
2022-03-23 04:00:00+00:00,326.0,1718.0,5.0,0.0,0.0,114.0,6.0,371.0,2.0,11.0,1.0,14.0,0.0,1688.0,8.0
2022-03-23 05:00:00+00:00,283.0,1894.0,3.0,0.0,0.0,249.0,3.0,394.0,2.0,56.0,1.0,12.0,0.0,1997.0,22.0
2022-03-23 06:00:00+00:00,283.0,2086.0,2.0,0.0,0.0,653.0,2.0,768.0,1.0,55.0,1.0,12.0,0.0,2445.0,19.0
2022-03-23 07:00:00+00:00,288.0,2353.0,3.0,0.0,0.0,1160.0,1.0,1336.0,1.0,159.0,1.0,12.0,25.0,2876.0,20.0
2022-03-23 08:00:00+00:00,291.0,2347.0,2.0,0.0,0.0,1111.0,1.0,1318.0,1.0,342.0,1.0,12.0,70.0,3126.0,9.0
2022-03-23 09:00:00+00:00,297.0,2207.0,3.0,0.0,0.0,540.0,2.0,887.0,1.0,104.0,1.0,13.0,113.0,3242.0,3.0
2022-03-23 10:00:00+00:00,298.0,2074.0,2.0,0.0,0.0,527.0,2.0,788.0,1.0,69.0,1.0,13.0,175.0,3333.0,0.0
2022-03-23 11:00:00+00:00,305.0,1913.0,2.0,0.0,0.0,99.0,4.0,798.0,1.0,54.0,1.0,15.0,244.0,3356.0,0.0
2022-03-23 12:00:00+00:00,307.0,1906.0,2.0,0.0,0.0,0.0,4.0,854.0,1.0,56.0,1.0,14.0,316.0,3378.0,1.0
2022-03-23 13:00:00+00:00,313.0,1820.0,2.0,0.0,0.0,0.0,104.0,760.0,1.0,73.0,1.0,12.0,325.0,3250.0,1.0
2022-03-23 14:00:00+00:00,319.0,1903.0,2.0,0.0,0.0,0.0,4.0,491.0,1.0,27.0,1.0,12.0,298.0,3275.0,1.0
2022-03-23 15:00:00+00:00,325.0,2087.0,2.0,0.0,0.0,1.0,4.0,428.0,1.0,14.0,1.0,13.0,190.0,3314.0,2.0
2022-03-23 16:00:00+00:00,316.0,2091.0,2.0,0.0,0.0,218.0,3.0,474.0,2.0,179.0,1.0,12.0,121.0,3358.0,4.0
2022-03-23 17:00:00+00:00,316.0,2025.0,2.0,0.0,0.0,170.0,3.0,862.0,1.0,179.0,1.0,12.0,40.0,3423.0,11.0
2022-03-23 18:00:00+00:00,291.0,2064.0,2.0,0.0,0.0,746.0,2.0,1599.0,1.0,328.0,1.0,12.0,4.0,3566.0,16.0
2022-03-23 19:00:00+00:00,292.0,2056.0,2.0,0.0,0.0,1328.0,1.0,1952.0,1.0,829.0,1.0,12.0,0.0,3711.0,7.0
2022-03-23 20:00:00+00:00,322.0,2019.0,2.0,0.0,0.0,1176.0,1.0,1774.0,1.0,551.0,1.0,12.0,0.0,3808.0,6.0
2022-03-23 21:00:00+00:00,334.0,2132.0,2.0,0.0,0.0,72.0,4.0,1344.0,1.0,172.0,1.0,13.0,0.0,3982.0,5.0
2022-03-23 22:00:00+00:00,333.0,1942.0,3.0,0.0,0.0,0.0,4.0,528.0,1.0,110.0,1.0,13.0,0.0,4012.0,7.0
2022-03-23 23:00:00+00:00,332.0,1681.0,5.0,0.0,0.0,29.0,4.0,796.0,1.0,91.0,1.0,14.0,0.0,3916.0,4.0
2022-03-24 00:00:00+00:00,331.0,1467.0,5.0,0.0,0.0,0.0,4.0,263.0,2.0,2.0,1.0,13.0,0.0,3960.0,2.0
2022-03-24 01:00:00+00:00,343.0,1607.0,3.0,0.0,0.0,0.0,14.0,218.0,2.0,5.0,1.0,13.0,0.0,4042.0,2.0
2022-03-24 02:00:00+00:00,339.0,1507.0,3.0,0.0,0.0,0.0,488.0,180.0,2.0,2.0,1.0,13.0,0.0,4014.0,3.0
2022-03-24 03:00:00+00:00,348.0,1516.0,3.0,0.0,0.0,0.0,674.0,162.0,2.0,2.0,1.0,13.0,0.0,3873.0,3.0
2022-03-24 04:00:00+00:00,348.0,1477.0,6.0,0.0,0.0,0.0,241.0,150.0,2.0,5.0,1.0,12.0,0.0,3845.0,3.0
2022-03-24 05:00:00+00:00,347.0,1803.0,1.0,0.0,0.0,20.0,5.0,227.0,1.0,53.0,1.0,13.0,0.0,3897.0,3.0
2022-03-24 06:00:00+00:00,357.0,2226.0,1.0,0.0,0.0,604.0,2.0,782.0,1.0,166.0,1.0,14.0,1.0,3959.0,4.0
2022-03-24 07:00:00+00:00,368.0,2388.0,1.0,0.0,0.0,1084.0,2.0,1304.0,1.0,360.0,1.0,13.0,45.0,3878.0,1.0
2022-03-24 08:00:00+00:00,378.0,2426.0,1.0,0.0,0.0,1091.0,2.0,1489.0,1.0,517.0,1.0,14.0,140.0,3657.0,1.0
2022-03-24 09:00:00+00:00,376.0,2390.0,1.0,0.0,0.0,1181.0,2.0,1391.0,1.0,414.0,1.0,13.0,274.0,3408.0,0.0
